transaction_id,account_id,timestamp,amount,counterparty_name,transaction_type
TXN-62FFA3C9C8,ACCT-1050,2026-06-01T06:54:38,696.58,Greenfield Logistics,wire_transfer
TXN-D75750A594,ACCT-1020,2026-06-01T06:59:21,650.03,Northgate Pharmacy,wire_transfer
TXN-A57F5B8A02,ACCT-1037,2026-06-01T07:34:25,46.02,Everett Consulting Group,card_payment
TXN-AA52A544A6,ACCT-1018,2026-06-01T07:41:11,144.52,Maple Street Cafe,wire_transfer
TXN-CD8CDE6C1D,ACCT-1019,2026-06-01T07:51:41,320.66,Union Hardware,ach_transfer
TXN-3F68FACE39,ACCT-1014,2026-06-01T07:52:31,1709.08,Willow Bend Textiles,card_payment
TXN-91B5B59A90,ACCT-1054,2026-06-01T07:53:20,1609.7,Bright Path Insurance,wire_transfer
TXN-19732A8F21,ACCT-1057,2026-06-01T07:53:30,842.06,Silver Creek Farms,wire_transfer
TXN-1A71293769,ACCT-1030,2026-06-01T07:56:16,135.14,Northgate Pharmacy,card_payment
TXN-1BC0C68D22,ACCT-1039,2026-06-01T07:57:00,1074.8,Willow Bend Textiles,card_payment
TXN-4061463BB0,ACCT-1039,2026-06-01T08:20:00,133.79,Northgate Pharmacy,cash_withdrawal
TXN-C7BC6D5E30,ACCT-1055,2026-06-01T08:36:37,2270.17,Maple Street Cafe,card_payment
TXN-AD83277447,ACCT-1021,2026-06-01T08:42:10,149.74,Metro Utilities Co,card_payment
TXN-CCB1B2FEB1,ACCT-1017,2026-06-01T09:00:00,762.35,example sanctioned test co,wire_transfer
TXN-BD00B6A301,ACCT-1052,2026-06-01T09:05:39,241.64,Greenfield Logistics,wire_transfer
TXN-910A14C51F,ACCT-1039,2026-06-01T09:17:00,20.46,Willow Bend Textiles,cash_deposit
TXN-9180779D30,ACCT-1058,2026-06-01T09:21:35,525.28,Willow Bend Textiles,cash_deposit
TXN-F8B387D50D,ACCT-1039,2026-06-01T09:40:00,618.69,Metro Utilities Co,cash_withdrawal
TXN-441E5E1343,ACCT-1047,2026-06-01T09:41:36,26.76,Silver Creek Farms,ach_transfer
TXN-177A675E3C,ACCT-1051,2026-06-01T09:42:41,1554.52,Palmdale Auto Parts,cash_withdrawal
TXN-C346DADEEC,ACCT-1025,2026-06-01T09:59:31,208.57,Blue Harbor Supplies,ach_transfer
TXN-08446A3814,ACCT-1039,2026-06-01T10:29:00,232.11,Harbor View Realty,wire_transfer
TXN-43AF658C0A,ACCT-1058,2026-06-01T11:31:32,583.45,Ironclad Security LLC,card_payment
TXN-614A76C27C,ACCT-1009,2026-06-01T11:35:12,611.56,Silver Creek Farms,card_payment
TXN-413DCB2B8D,ACCT-1025,2026-06-01T11:37:48,339.27,Maple Street Cafe,wire_transfer
TXN-D228A54A12,ACCT-1031,2026-06-01T11:48:29,384.16,Riverside Grocers,card_payment
TXN-F1C62B4C87,ACCT-1014,2026-06-01T12:20:06,302.41,Lakeside Medical Supply,ach_transfer
TXN-463D3F11DC,ACCT-1007,2026-06-01T12:43:45,202.48,Harbor View Realty,wire_transfer
TXN-0E6EA133BF,ACCT-1047,2026-06-01T12:46:54,779.39,Crestwood Dental Group,cash_withdrawal
TXN-3178F92BA6,ACCT-1011,2026-06-01T12:55:50,335.23,Harbor View Realty,card_payment
TXN-DB29B63181,ACCT-1039,2026-06-01T13:38:00,239.08,Silver Creek Farms,wire_transfer
TXN-598BBD9DA4,ACCT-1021,2026-06-01T14:06:01,1637.27,Union Hardware,wire_transfer
TXN-75F4D87F6D,ACCT-1017,2026-06-01T14:25:20,899.54,Palmdale Auto Parts,cash_withdrawal
TXN-2EA1FFD6DA,ACCT-1004,2026-06-01T14:43:36,308.99,Union Hardware,card_payment
TXN-BB3A313F1B,ACCT-1058,2026-06-01T14:56:42,887.35,Northgate Pharmacy,ach_transfer
TXN-C55E156D33,ACCT-1042,2026-06-01T15:29:24,537.84,Metro Utilities Co,ach_transfer
TXN-676E61249E,ACCT-1006,2026-06-01T15:44:24,1188.05,Lakeside Medical Supply,ach_transfer
TXN-0C55227228,ACCT-1036,2026-06-01T15:46:21,510.57,Maple Street Cafe,card_payment
TXN-0B81EDA759,ACCT-1011,2026-06-01T15:47:14,306.41,Lakeside Medical Supply,ach_transfer
TXN-631072B528,ACCT-1049,2026-06-01T16:15:04,1277.7,Northgate Pharmacy,ach_transfer
TXN-86472FC361,ACCT-1039,2026-06-01T16:16:27,1348.91,Lakeside Medical Supply,ach_transfer
TXN-C1E0387B06,ACCT-1055,2026-06-01T16:19:38,460.27,Northgate Pharmacy,cash_deposit
TXN-11C8AD8506,ACCT-1035,2026-06-01T16:35:40,186.18,Ironclad Security LLC,card_payment
TXN-7F6BEB78CD,ACCT-1000,2026-06-01T17:16:02,570.22,Greenfield Logistics,wire_transfer
TXN-2F36D31C02,ACCT-1048,2026-06-01T17:42:45,276.61,Bright Path Insurance,ach_transfer
TXN-806A980685,ACCT-1002,2026-06-01T17:52:00,334.86,Sunrise Bakery,cash_deposit
TXN-C195B21A50,ACCT-1058,2026-06-01T18:03:30,928.04,Riverside Grocers,ach_transfer
TXN-2AE8652CEC,ACCT-1012,2026-06-01T18:10:14,46.47,Everett Consulting Group,cash_deposit
TXN-68F78ABC24,ACCT-1020,2026-06-01T18:10:34,544.71,Harbor View Realty,card_payment
TXN-5C7FFAD28E,ACCT-1020,2026-06-01T18:11:55,575.51,Metro Utilities Co,wire_transfer
TXN-984E0BA41A,ACCT-1008,2026-06-01T18:14:49,784.68,Ironclad Security LLC,ach_transfer
TXN-1D3E15E19F,ACCT-1057,2026-06-01T18:15:48,387.6,Harbor View Realty,wire_transfer
TXN-F42494DFB5,ACCT-1057,2026-06-01T18:16:02,322.97,Crestwood Dental Group,cash_withdrawal
TXN-8027A5EAB2,ACCT-1039,2026-06-01T18:32:00,296.6,Crestwood Dental Group,wire_transfer
TXN-8045E85AAD,ACCT-1033,2026-06-01T18:36:53,762.2,Metro Utilities Co,wire_transfer
TXN-AC266EF4E3,ACCT-1039,2026-06-01T18:37:00,579.71,Bright Path Insurance,cash_withdrawal
TXN-5E34038F0D,ACCT-1039,2026-06-01T18:38:00,176.74,Silver Creek Farms,ach_transfer
TXN-4A86A92697,ACCT-1013,2026-06-01T18:59:23,863.08,Everett Consulting Group,card_payment
TXN-BD79ACE5E3,ACCT-1042,2026-06-01T19:15:35,320.49,Crestwood Dental Group,ach_transfer
TXN-4116317E1F,ACCT-1021,2026-06-01T19:39:31,241.64,Acme Retail Corp,cash_deposit
TXN-73DECA6846,ACCT-1020,2026-06-01T19:45:12,977.34,Blue Harbor Supplies,ach_transfer
TXN-BE7E18D2C2,ACCT-1052,2026-06-01T20:18:10,1116.09,Crestwood Dental Group,wire_transfer
TXN-600D7E97DE,ACCT-1033,2026-06-01T20:48:01,475.97,Everett Consulting Group,cash_deposit
TXN-51D6A6A2A1,ACCT-1003,2026-06-01T21:14:36,1898.68,Bright Path Insurance,cash_withdrawal
TXN-AC671B0E02,ACCT-1033,2026-06-01T21:31:58,465.72,Palmdale Auto Parts,wire_transfer
TXN-63046DCBD2,ACCT-1023,2026-06-01T21:33:16,291.33,Willow Bend Textiles,cash_deposit
TXN-0999BF8822,ACCT-1027,2026-06-01T21:33:49,717.9,Greenfield Logistics,ach_transfer
TXN-E0A24F3238,ACCT-1039,2026-06-01T21:37:00,335.21,Palmdale Auto Parts,cash_deposit
TXN-10614F9473,ACCT-1056,2026-06-01T21:52:49,31.32,Metro Utilities Co,cash_withdrawal
TXN-DA3FF1E73E,ACCT-1001,2026-06-01T22:02:34,568.2,Willow Bend Textiles,card_payment
TXN-B08435732A,ACCT-1010,2026-06-01T22:33:31,380.46,Northgate Pharmacy,ach_transfer
TXN-EF32514C2B,ACCT-1033,2026-06-01T22:39:21,979.68,Northgate Pharmacy,cash_deposit
TXN-BD9EB12CDC,ACCT-1004,2026-06-01T23:14:30,118.6,Union Hardware,cash_withdrawal
TXN-798127B706,ACCT-1037,2026-06-01T23:35:50,590.05,Metro Utilities Co,ach_transfer
TXN-64DF6E7EF2,ACCT-1054,2026-06-02T00:02:15,405.02,Lakeside Medical Supply,wire_transfer
TXN-B0B0759D46,ACCT-1045,2026-06-02T00:08:33,348.87,Riverside Grocers,cash_withdrawal
TXN-7BF03A9BD2,ACCT-1027,2026-06-02T00:08:38,1186.15,Union Hardware,cash_withdrawal
TXN-0E319CFF39,ACCT-1059,2026-06-02T00:43:16,892.07,Falcon Freight Inc,card_payment
TXN-FB0659ECEE,ACCT-1022,2026-06-02T01:11:43,316.69,Ironclad Security LLC,cash_withdrawal
TXN-7A1F205ED6,ACCT-1046,2026-06-02T01:52:30,1047.86,Falcon Freight Inc,ach_transfer
TXN-297B60A03E,ACCT-1056,2026-06-02T02:18:06,703.4,Willow Bend Textiles,wire_transfer
TXN-2CC4A6908B,ACCT-1049,2026-06-02T02:19:41,870.05,Northgate Pharmacy,ach_transfer
TXN-6A04CD682D,ACCT-1030,2026-06-02T02:24:59,2168.52,Willow Bend Textiles,card_payment
TXN-29AAFE7F5A,ACCT-1013,2026-06-02T02:59:03,741.77,Crestwood Dental Group,card_payment
TXN-B9B6379FA7,ACCT-1022,2026-06-02T03:18:27,1161.35,Lakeside Medical Supply,ach_transfer
TXN-BACFCBEC7D,ACCT-1000,2026-06-02T03:23:50,372.21,Lakeside Medical Supply,ach_transfer
TXN-4B82EAC764,ACCT-1042,2026-06-02T03:24:46,719.47,Blue Harbor Supplies,ach_transfer
TXN-603C643571,ACCT-1053,2026-06-02T03:30:31,1382.54,Maple Street Cafe,card_payment
TXN-B9D375C211,ACCT-1055,2026-06-02T03:39:33,677.63,Palmdale Auto Parts,cash_deposit
TXN-245BAD471A,ACCT-1054,2026-06-02T03:39:59,474.77,Riverside Grocers,card_payment
TXN-3141CAE128,ACCT-1044,2026-06-02T03:41:58,325.15,Metro Utilities Co,wire_transfer
TXN-1470602EB8,ACCT-1023,2026-06-02T03:59:24,565.0,Cedar Point Electronics,ach_transfer
TXN-2C9E740849,ACCT-1032,2026-06-02T04:02:39,322.64,Blue Harbor Supplies,ach_transfer
TXN-756C1F1978,ACCT-1001,2026-06-02T04:05:05,593.43,Acme Retail Corp,cash_deposit
TXN-BD354FBD10,ACCT-1009,2026-06-02T04:05:26,360.82,Silver Creek Farms,card_payment
TXN-83754E0A60,ACCT-1034,2026-06-02T04:33:55,239.04,Northgate Pharmacy,card_payment
TXN-A02691C20A,ACCT-1021,2026-06-02T04:41:28,543.82,Lakeside Medical Supply,ach_transfer
TXN-D121AE0D5C,ACCT-1014,2026-06-02T04:53:27,850.35,Silver Creek Farms,card_payment
TXN-254958DF5B,ACCT-1016,2026-06-02T05:21:27,481.67,Sunrise Bakery,card_payment
TXN-A7F14756C5,ACCT-1009,2026-06-02T05:23:32,859.83,Everett Consulting Group,cash_withdrawal
TXN-82AF8660AD,ACCT-1043,2026-06-02T05:25:08,534.41,Crestwood Dental Group,wire_transfer
TXN-B32E310518,ACCT-1051,2026-06-02T05:46:17,585.44,Acme Retail Corp,cash_deposit
TXN-A1278D2A80,ACCT-1031,2026-06-02T05:47:29,530.36,Greenfield Logistics,cash_deposit
TXN-8BFC176393,ACCT-1058,2026-06-02T05:54:49,379.53,Greenfield Logistics,wire_transfer
TXN-013E81E5D2,ACCT-1056,2026-06-02T05:58:49,1045.34,Lakeside Medical Supply,wire_transfer
TXN-95B01A81D6,ACCT-1041,2026-06-02T06:06:31,271.05,Riverside Grocers,card_payment
TXN-E8D0D81118,ACCT-1007,2026-06-02T06:08:53,316.36,Riverside Grocers,card_payment
TXN-1EDB0AC856,ACCT-1058,2026-06-02T06:16:30,1632.75,Everett Consulting Group,cash_deposit
TXN-4AF21BB61F,ACCT-1007,2026-06-02T06:17:56,492.04,Crestwood Dental Group,cash_withdrawal
TXN-4D3CB12742,ACCT-1016,2026-06-02T06:41:41,380.51,Everett Consulting Group,ach_transfer
TXN-D195799F84,ACCT-1009,2026-06-02T06:48:24,1746.57,Harbor View Realty,cash_deposit
TXN-C9D2394693,ACCT-1043,2026-06-02T07:17:00,347.51,Harbor View Realty,card_payment
TXN-7A0165C91A,ACCT-1013,2026-06-02T07:25:32,363.19,Willow Bend Textiles,cash_deposit
TXN-4444E36CF5,ACCT-1043,2026-06-02T07:27:18,845.39,Maple Street Cafe,card_payment
TXN-226A0522A9,ACCT-1049,2026-06-02T07:49:14,508.69,Crestwood Dental Group,card_payment
TXN-5F9A1BEED8,ACCT-1015,2026-06-02T08:09:08,118.33,Acme Retail Corp,cash_withdrawal
TXN-40A11E5F31,ACCT-1038,2026-06-02T08:17:38,591.56,Harbor View Realty,cash_deposit
TXN-6AD5D30BE5,ACCT-1028,2026-06-02T09:14:04,999.04,Lakeside Medical Supply,cash_deposit
TXN-1E5A900CF4,ACCT-1035,2026-06-02T09:18:20,446.36,Ironclad Security LLC,card_payment
TXN-F2D2F55155,ACCT-1017,2026-06-02T09:24:21,1557.19,Harbor View Realty,cash_withdrawal
TXN-B7B333BAB7,ACCT-1008,2026-06-02T09:24:35,1297.16,Lakeside Medical Supply,card_payment
TXN-5EF1CE1B00,ACCT-1003,2026-06-02T09:30:43,557.23,Blue Harbor Supplies,wire_transfer
TXN-F0BAD65D89,ACCT-1026,2026-06-02T09:37:30,492.19,Falcon Freight Inc,cash_deposit
TXN-3DE1704F42,ACCT-1042,2026-06-02T09:38:52,935.72,Cedar Point Electronics,ach_transfer
TXN-C16C62EFEF,ACCT-1013,2026-06-02T09:40:37,751.55,Harbor View Realty,card_payment
TXN-5EF7EE6034,ACCT-1044,2026-06-02T09:58:25,567.16,Harbor View Realty,card_payment
TXN-924B782D8A,ACCT-1031,2026-06-02T10:12:27,884.85,Willow Bend Textiles,cash_deposit
TXN-A4CC09CEE6,ACCT-1046,2026-06-02T10:13:40,1612.0,Bright Path Insurance,cash_withdrawal
TXN-D370DEFED1,ACCT-1005,2026-06-02T10:23:55,159.6,Cedar Point Electronics,card_payment
TXN-2CBA8623B9,ACCT-1000,2026-06-02T10:35:36,393.0,Lakeside Medical Supply,ach_transfer
TXN-E643C8972B,ACCT-1026,2026-06-02T11:15:08,143.41,Harbor View Realty,card_payment
TXN-679805D501,ACCT-1018,2026-06-02T11:15:50,80.68,Ironclad Security LLC,ach_transfer
TXN-CEFDB18D8D,ACCT-1015,2026-06-02T11:17:23,929.16,Sunrise Bakery,ach_transfer
TXN-409B651511,ACCT-1017,2026-06-02T11:25:06,458.63,Metro Utilities Co,cash_deposit
TXN-E83B68575E,ACCT-1017,2026-06-02T11:56:59,1109.42,Harbor View Realty,card_payment
TXN-E9F26B4CFF,ACCT-1054,2026-06-02T11:57:38,439.85,Palmdale Auto Parts,ach_transfer
TXN-6E9330A19D,ACCT-1036,2026-06-02T12:00:43,626.47,Northgate Pharmacy,cash_deposit
TXN-A20F2FF7E5,ACCT-1034,2026-06-02T12:05:31,286.88,Sunrise Bakery,cash_withdrawal
TXN-3938E17C51,ACCT-1059,2026-06-02T12:09:19,99.55,Greenfield Logistics,cash_deposit
TXN-A843DFC4B6,ACCT-1050,2026-06-02T12:15:12,185.42,Riverside Grocers,ach_transfer
TXN-F5C0027E2B,ACCT-1043,2026-06-02T12:18:52,307.0,Greenfield Logistics,ach_transfer
TXN-7B263C0278,ACCT-1037,2026-06-02T12:48:42,513.47,Union Hardware,ach_transfer
TXN-B85E7F42BC,ACCT-1041,2026-06-02T12:55:12,816.79,Sunrise Bakery,wire_transfer
TXN-EEF075EA82,ACCT-1010,2026-06-02T13:00:56,420.98,Maple Street Cafe,cash_deposit
TXN-78BA4501B8,ACCT-1021,2026-06-02T13:02:29,903.02,Acme Retail Corp,card_payment
TXN-79AC8F448F,ACCT-1008,2026-06-02T13:05:24,130.78,Sunrise Bakery,card_payment
TXN-8F26CB068F,ACCT-1034,2026-06-02T13:16:15,957.53,Cedar Point Electronics,cash_deposit
TXN-8F253BB299,ACCT-1016,2026-06-02T13:24:03,305.5,Ironclad Security LLC,wire_transfer
TXN-1113125BC8,ACCT-1059,2026-06-02T13:39:41,455.19,Metro Utilities Co,card_payment
TXN-89AB17957A,ACCT-1045,2026-06-02T13:40:45,287.79,Union Hardware,card_payment
TXN-95FBBEEF69,ACCT-1059,2026-06-02T13:56:52,470.22,Harbor View Realty,card_payment
TXN-929FAB3A0E,ACCT-1027,2026-06-02T14:12:23,321.28,Falcon Freight Inc,card_payment
TXN-B6FF14D6C6,ACCT-1051,2026-06-02T14:19:06,208.64,Northgate Pharmacy,ach_transfer
TXN-8C1EB59756,ACCT-1049,2026-06-02T14:26:54,418.97,Acme Retail Corp,card_payment
TXN-4BF5306BFA,ACCT-1019,2026-06-02T14:35:14,111.07,Silver Creek Farms,cash_deposit
TXN-D876138C4D,ACCT-1036,2026-06-02T14:49:39,834.4,Ironclad Security LLC,cash_withdrawal
TXN-2C74C96614,ACCT-1045,2026-06-02T14:51:47,717.66,Union Hardware,wire_transfer
TXN-D8FAF0E9D8,ACCT-1032,2026-06-02T14:52:47,758.13,Palmdale Auto Parts,ach_transfer
TXN-387F61676B,ACCT-1008,2026-06-02T14:54:24,328.1,Blue Harbor Supplies,card_payment
TXN-179BABE4AB,ACCT-1035,2026-06-02T15:06:44,858.89,Northgate Pharmacy,cash_deposit
TXN-21DA223592,ACCT-1040,2026-06-02T15:07:51,298.91,Maple Street Cafe,ach_transfer
TXN-3EA3149795,ACCT-1010,2026-06-02T15:22:53,237.26,Northgate Pharmacy,cash_deposit
TXN-2897637F80,ACCT-1006,2026-06-02T15:34:13,1302.47,Metro Utilities Co,wire_transfer
TXN-4D00012F46,ACCT-1009,2026-06-02T15:44:03,326.99,Harbor View Realty,ach_transfer
TXN-A37FCF6171,ACCT-1045,2026-06-02T15:44:06,1200.26,Falcon Freight Inc,card_payment
TXN-657173672B,ACCT-1031,2026-06-02T16:27:21,189.61,Union Hardware,wire_transfer
TXN-1B5F676CB6,ACCT-1034,2026-06-02T16:41:45,253.12,Falcon Freight Inc,cash_withdrawal
TXN-48020D6580,ACCT-1022,2026-06-02T16:44:09,237.36,Lakeside Medical Supply,ach_transfer
TXN-DFDD3BDA11,ACCT-1021,2026-06-02T16:47:29,318.26,Bright Path Insurance,card_payment
TXN-AEF41D8AF4,ACCT-1028,2026-06-02T17:29:42,1192.16,Everett Consulting Group,ach_transfer
TXN-BD1C189C37,ACCT-1051,2026-06-02T17:33:23,384.86,Silver Creek Farms,card_payment
TXN-62FEF7927A,ACCT-1014,2026-06-02T17:39:59,435.61,Maple Street Cafe,cash_deposit
TXN-BD43A60E58,ACCT-1057,2026-06-02T17:41:47,382.51,Greenfield Logistics,cash_deposit
TXN-A0B923527E,ACCT-1011,2026-06-02T17:46:22,280.72,Acme Retail Corp,card_payment
TXN-755503D0BC,ACCT-1027,2026-06-02T18:02:17,897.07,Riverside Grocers,cash_withdrawal
TXN-52D5C01EA3,ACCT-1024,2026-06-02T18:03:23,342.27,Greenfield Logistics,wire_transfer
TXN-6F6D2E2B25,ACCT-1045,2026-06-02T18:11:14,630.19,Union Hardware,cash_withdrawal
TXN-00627D36A3,ACCT-1009,2026-06-02T18:34:23,881.75,Metro Utilities Co,cash_deposit
TXN-1186DB590E,ACCT-1058,2026-06-02T18:41:50,604.74,Lakeside Medical Supply,cash_deposit
TXN-31FA3773DE,ACCT-1047,2026-06-02T19:01:39,1489.27,Everett Consulting Group,ach_transfer
TXN-3561FC8E01,ACCT-1007,2026-06-02T19:31:46,469.81,Harbor View Realty,card_payment
TXN-5137E12DB3,ACCT-1020,2026-06-02T19:44:22,1857.16,Blue Harbor Supplies,wire_transfer
TXN-5AD24AB702,ACCT-1059,2026-06-02T19:51:01,283.23,Cedar Point Electronics,card_payment
TXN-BF73E08705,ACCT-1023,2026-06-02T20:02:14,368.59,Cedar Point Electronics,cash_withdrawal
TXN-A1047CA618,ACCT-1015,2026-06-02T20:11:27,300.65,Falcon Freight Inc,cash_withdrawal
TXN-F5ADB0299E,ACCT-1000,2026-06-02T20:16:55,714.69,Metro Utilities Co,ach_transfer
TXN-9C21887AB5,ACCT-1020,2026-06-02T20:42:37,1134.0,Falcon Freight Inc,cash_withdrawal
TXN-22379F454E,ACCT-1014,2026-06-02T20:42:47,250.4,Ironclad Security LLC,cash_deposit
TXN-02830CB722,ACCT-1042,2026-06-02T21:02:59,406.09,Harbor View Realty,ach_transfer
TXN-6EF62E352B,ACCT-1013,2026-06-02T21:09:56,1413.52,Cedar Point Electronics,ach_transfer
TXN-091583F065,ACCT-1004,2026-06-02T21:10:56,967.82,Silver Creek Farms,cash_deposit
TXN-9DE02C2A9D,ACCT-1010,2026-06-02T21:12:10,275.55,Acme Retail Corp,cash_deposit
TXN-DD852FF27B,ACCT-1032,2026-06-02T21:28:37,1462.09,Maple Street Cafe,card_payment
TXN-D44A9106DF,ACCT-1052,2026-06-02T21:41:48,293.27,Greenfield Logistics,cash_deposit
TXN-9E750E1989,ACCT-1038,2026-06-02T22:12:31,1869.06,Everett Consulting Group,wire_transfer
TXN-FBC5E6EA0F,ACCT-1009,2026-06-02T22:29:49,748.54,Crestwood Dental Group,cash_withdrawal
TXN-7119C22AA6,ACCT-1029,2026-06-02T22:50:52,142.62,Palmdale Auto Parts,card_payment
TXN-F4E1098907,ACCT-1040,2026-06-02T22:57:42,85.4,Sunrise Bakery,ach_transfer
TXN-99C650C5FB,ACCT-1017,2026-06-02T23:03:31,405.67,Lakeside Medical Supply,card_payment
TXN-0AC4C2796E,ACCT-1039,2026-06-02T23:11:26,127.3,Maple Street Cafe,card_payment
TXN-67D2C6EA90,ACCT-1000,2026-06-02T23:15:23,289.24,Maple Street Cafe,cash_withdrawal
TXN-494A6F29DC,ACCT-1015,2026-06-02T23:18:48,1605.11,Willow Bend Textiles,cash_withdrawal
TXN-05BFF8AF2A,ACCT-1010,2026-06-02T23:28:46,2793.67,Bright Path Insurance,card_payment
TXN-62D67362F1,ACCT-1028,2026-06-02T23:39:08,1437.87,Palmdale Auto Parts,card_payment
TXN-8546D260BF,ACCT-1019,2026-06-03T00:49:30,196.84,Crestwood Dental Group,cash_deposit
TXN-05462D246C,ACCT-1044,2026-06-03T00:55:17,155.87,Northgate Pharmacy,ach_transfer
TXN-0E7D7A462D,ACCT-1003,2026-06-03T01:05:20,312.57,Cedar Point Electronics,card_payment
TXN-7CBC4CB257,ACCT-1014,2026-06-03T01:12:55,235.41,Lakeside Medical Supply,cash_deposit
TXN-5EC75371EE,ACCT-1026,2026-06-03T01:42:56,595.47,Silver Creek Farms,ach_transfer
TXN-00027045A2,ACCT-1053,2026-06-03T01:44:01,1086.24,Blue Harbor Supplies,cash_deposit
TXN-8E1B7D2055,ACCT-1050,2026-06-03T01:45:31,1078.87,Cedar Point Electronics,card_payment
TXN-33ED813776,ACCT-1057,2026-06-03T02:16:02,238.92,Everett Consulting Group,card_payment
TXN-FCC0CC7FAB,ACCT-1018,2026-06-03T02:52:32,239.89,Silver Creek Farms,ach_transfer
TXN-371787D097,ACCT-1031,2026-06-03T02:58:58,180.12,Bright Path Insurance,card_payment
TXN-BA4C523D5C,ACCT-1048,2026-06-03T03:20:01,344.49,Palmdale Auto Parts,ach_transfer
